timeStep areaDensityCounting-PID5 areaDensityCounting-PID6 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11 areaDensityCounting-PID12 areaDensityCounting-PID13
1824 197 1 0 0 0 0 0 0 2
1825 196 1 0 0 1 0 0 0 2
1826 196 1 0 0 0 0 0 0 2
1827 196 1 0 0 0 0 0 0 2
1828 196 1 0 0 0 0 0 0 2
1829 196 1 0 0 0 0 0 0 2
1830 196 1 0 0 0 0 0 0 2
1831 196 1 0 0 0 0 0 0 2
1832 196 1 0 0 0 0 0 0 2
1833 196 1 0 0 0 0 0 0 2
1834 196 1 0 0 0 0 0 0 3
1835 195 1 0 0 1 0 0 0 3
1836 195 1 0 0 0 0 0 0 3
1837 195 1 0 0 0 0 0 0 3
1838 195 1 0 0 0 0 0 0 3
1839 194 1 0 0 0 0 0 0 3
1840 194 1 0 0 1 0 0 0 3
1841 194 1 0 0 1 0 0 0 3
1842 194 1 0 0 1 0 0 0 3
1843 194 1 0 0 0 0 0 0 3
1844 194 1 0 0 0 0 0 0 3
1845 194 1 0 0 0 0 0 0 4
1846 194 1 0 0 0 0 0 0 4
1847 193 1 0 0 0 0 0 0 4
1848 193 1 0 0 1 0 0 0 4
1849 192 1 0 0 1 0 0 0 5
1850 192 1 0 0 1 0 0 0 5
1851 192 1 0 0 0 0 0 0 5
1852 192 1 0 0 0 0 0 0 5
1853 192 1 0 0 0 0 0 0 5
1854 192 1 0 0 0 0 0 0 5
1855 192 1 0 0 0 0 0 0 5
1856 191 1 0 0 1 0 0 0 5
1857 191 1 0 0 0 0 0 0 6
1858 191 1 0 0 0 0 0 0 6
1859 191 2 0 0 0 0 0 0 6
1860 191 2 0 0 0 0 0 0 6
1861 191 2 0 0 0 0 0 0 6
1862 191 2 0 0 0 0 0 0 6
1863 191 2 0 0 0 0 0 0 6
1864 191 2 0 0 0 0 0 0 7
1865 191 2 0 0 0 0 0 0 7
1866 191 2 0 0 0 0 0 0 7
1867 191 2 0 0 0 0 0 0 7
1868 189 2 0 0 2 0 0 0 7
1869 188 2 0 0 1 0 0 0 7
1870 187 2 0 0 1 0 0 0 7
1871 186 2 0 0 2 0 0 0 7
1872 184 2 0 0 2 0 0 0 7
1873 184 2 0 0 3 0 0 0 7
1874 182 2 0 0 4 0 0 0 7
1875 181 2 0 0 4 0 0 0 8
1876 180 2 0 0 2 0 0 0 8
1877 179 2 0 0 4 0 0 0 8
1878 178 2 0 0 5 0 0 0 9
1879 177 2 0 0 4 0 0 0 9
1880 176 2 0 0 4 0 0 0 9
1881 176 2 0 0 4 0 0 0 11
1882 174 2 0 0 6 0 0 0 11
1883 173 2 0 0 5 0 0 0 12
1884 171 2 0 0 3 0 0 0 13
1885 170 2 0 0 4 0 0 0 14
1886 169 2 0 0 6 0 0 0 14
1887 168 2 0 0 5 0 0 0 15
1888 166 2 0 0 4 0 0 0 16
1889 165 2 0 0 6 0 0 0 17
1890 164 2 0 0 4 0 0 0 18
1891 163 2 0 0 5 0 0 0 19
1892 160 2 0 0 7 0 0 0 20
1893 158 2 0 0 6 0 0 0 20
1894 157 2 0 0 8 0 0 0 21
1895 156 2 0 0 6 0 0 0 23
1896 152 2 0 0 7 0 0 0 24
1897 151 2 0 0 10 0 0 0 24
1898 151 2 0 0 10 0 0 0 25
1899 149 2 0 0 10 1 0 0 25
1900 148 2 0 0 9 1 0 0 26
1901 145 3 0 0 11 1 0 0 26
1902 143 4 0 0 10 0 0 0 29
1903 142 4 0 0 10 0 0 0 29
1904 140 4 0 0 11 0 0 0 31
1905 138 4 0 0 13 0 0 0 32
1906 136 4 0 0 11 1 0 0 32
1907 133 5 0 0 11 0 0 0 32
1908 132 5 0 0 13 0 0 0 34
1909 131 5 0 0 13 0 0 0 35
1910 131 5 0 0 12 0 0 0 35
1911 128 5 0 0 12 0 0 0 37
1912 127 5 0 0 11 0 0 0 37
1913 127 5 0 0 12 0 0 0 38
1914 125 5 0 0 12 1 0 0 40
1915 122 6 0 0 14 0 0 0 40
1916 119 6 0 0 13 1 0 0 41
1917 118 7 0 0 13 0 0 0 42
1918 118 7 0 0 14 0 0 0 43
1919 116 7 0 0 14 0 0 0 45
1920 114 7 0 0 16 0 0 0 46
1921 112 7 0 0 15 0 0 0 47
1922 109 7 0 0 16 0 0 0 47
1923 109 7 0 0 16 0 0 0 48
1924 108 8 0 0 16 0 0 0 50
1925 105 8 0 0 16 1 0 0 50
1926 104 9 0 0 17 0 0 0 51
1927 103 9 0 0 16 1 0 0 52
1928 101 9 0 0 17 1 0 0 54
1929 99 10 0 0 18 0 0 0 55
1930 98 10 0 0 15 0 0 0 56
1931 96 10 0 0 17 0 0 0 58
1932 96 10 0 0 17 0 0 0 59
1933 93 10 0 0 16 0 0 0 59
1934 92 10 0 0 16 0 0 0 61
1935 89 10 0 0 16 0 0 0 62
1936 88 10 0 0 18 0 0 0 63
1937 85 10 0 0 18 0 0 0 64
1938 84 10 0 0 18 0 0 0 66
1939 81 10 0 0 18 0 0 0 67
1940 80 10 0 0 18 0 0 0 69
1941 79 10 0 0 18 0 0 0 69
1942 77 11 0 0 18 0 0 0 71
1943 76 11 0 0 18 0 0 0 72
1944 74 11 0 0 19 0 0 0 71
1945 74 11 0 0 18 0 0 0 73
1946 73 12 0 0 19 1 0 0 71
1947 71 13 0 0 18 2 0 0 72
1948 69 14 0 0 19 1 0 0 74
1949 67 15 0 0 20 1 0 0 74
1950 64 16 0 0 19 0 0 0 77
1951 63 16 0 0 19 1 0 0 76
1952 62 17 0 0 20 1 0 0 78
1953 60 17 0 0 18 1 0 0 80
1954 60 17 0 0 18 0 0 0 80
1955 58 18 0 0 18 0 0 0 81
1956 57 18 0 0 21 0 0 0 82
1957 57 19 0 0 18 0 0 0 83
1958 56 19 0 0 18 0 0 0 84
1959 52 19 0 0 17 2 0 0 84
1960 51 20 0 0 18 1 0 0 85
1961 51 20 0 0 17 1 0 0 88
1962 49 20 0 0 18 2 0 0 86
1963 48 21 0 0 18 2 0 0 88
1964 48 21 0 0 18 2 0 0 87
1965 46 22 0 0 18 3 0 0 87
1966 45 25 0 0 17 1 0 0 89
1967 44 25 0 0 19 2 0 0 90
1968 43 25 0 0 18 0 0 0 90
1969 43 26 0 0 18 2 0 0 90
1970 41 28 0 0 16 2 0 0 91
1971 41 28 0 0 18 2 0 0 90
1972 38 28 0 0 17 1 0 0 91
1973 37 30 0 0 18 3 0 0 90
1974 35 32 0 0 17 2 0 0 91
1975 34 32 0 0 16 2 0 0 92
1976 34 33 0 0 16 2 0 0 93
1977 32 35 0 0 16 1 0 0 93
1978 31 35 0 0 15 1 0 0 94
1979 30 36 0 0 15 1 0 0 93
1980 30 37 0 0 15 2 0 0 93
1981 29 38 0 0 15 2 0 0 93
1982 27 39 0 0 15 2 0 0 95
1983 26 40 0 0 15 3 0 0 94
1984 25 41 0 0 14 3 0 0 94
1985 24 41 0 0 13 3 0 0 94
1986 24 42 0 0 15 2 0 0 96
1987 24 44 0 0 14 2 0 0 95
1988 23 45 0 0 14 2 0 0 96
1989 21 46 0 0 12 1 0 0 98
1990 19 47 0 0 12 2 0 0 99
1991 19 48 0 0 13 0 0 0 99
1992 19 49 0 0 12 1 0 0 99
1993 19 49 0 0 12 2 0 0 98
1994 17 49 0 0 12 1 0 0 97
1995 17 50 0 0 10 3 0 0 101
1996 16 50 0 0 9 4 0 0 100
1997 16 51 0 0 11 3 0 0 98
1998 16 53 0 0 11 2 0 0 100
1999 14 53 0 0 9 2 0 0 103
2000 13 54 0 0 9 3 0 0 101
2001 13 55 0 0 8 4 0 0 101
2002 13 56 0 0 9 2 0 0 103
2003 12 56 0 0 8 1 0 0 103
2004 11 58 0 0 9 1 0 0 102
2005 10 59 0 0 7 2 0 0 102
2006 9 60 0 0 7 2 0 0 105
2007 9 60 0 0 8 2 0 0 104
2008 8 61 0 0 8 1 0 0 105
2009 8 61 0 0 6 1 0 0 104
2010 7 62 0 0 6 1 0 0 106
2011 7 63 0 0 7 2 0 0 106
2012 7 64 0 0 7 2 0 0 106
2013 6 64 0 0 5 2 0 0 105
2014 6 65 0 0 4 2 0 0 106
2015 5 65 0 0 5 3 0 0 107
2016 5 67 0 0 4 3 0 0 106
2017 5 68 0 0 4 2 0 0 107
2018 4 69 0 0 5 2 0 0 108
2019 4 70 0 0 5 1 0 0 107
2020 4 70 0 0 3 4 0 0 106
2021 3 72 0 0 3 2 0 0 104
2022 3 73 0 0 2 4 0 0 105
2023 3 73 0 0 2 4 0 0 104
2024 2 73 0 0 3 4 0 0 104
2025 2 76 0 0 2 4 0 0 104
2026 2 76 0 0 1 5 0 0 104
2027 2 77 0 0 0 5 0 0 103
2028 2 78 0 0 0 6 0 0 102
2029 1 81 0 0 0 4 0 0 100
2030 1 82 0 0 1 5 0 0 102
2031 1 84 0 0 1 5 0 0 102
2032 1 85 0 0 0 4 0 0 100
2033 1 86 0 0 0 3 0 0 101
2034 1 88 0 0 0 3 0 0 101
2035 1 89 0 0 0 2 0 0 100
2036 1 90 0 0 0 3 0 0 99
2037 1 90 0 0 0 4 0 0 99
2038 1 91 0 0 0 3 0 0 99
2039 0 94 0 0 1 5 0 0 97
2040 0 94 0 0 1 4 0 0 96
2041 0 95 0 0 0 6 0 0 97
2042 0 96 0 0 0 3 0 0 97
2043 0 98 0 0 0 3 0 0 94
2044 0 99 0 0 0 4 0 0 94
2045 0 101 0 0 0 3 0 0 95
2046 0 103 0 0 0 3 0 0 92
2047 0 103 0 0 0 4 0 0 91
2048 0 104 0 0 0 2 0 0 91
2049 0 105 0 0 0 3 0 0 88
2050 0 107 0 0 0 2 0 0 87
2051 0 109 0 0 0 3 0 0 87
2052 0 109 0 0 0 4 0 0 86
2053 0 111 0 0 0 4 0 0 84
2054 0 111 0 0 0 5 0 0 84
2055 0 112 0 0 0 4 0 0 83
2056 0 113 0 0 0 4 0 0 82
2057 0 115 0 0 0 3 0 0 81
2058 0 116 0 0 0 4 0 0 80
2059 0 117 0 0 0 4 0 0 78
2060 0 118 0 0 0 4 0 0 77
2061 0 119 0 0 0 4 0 0 76
2062 0 120 0 0 0 4 0 0 74
2063 0 122 0 0 0 3 0 0 74
2064 0 123 0 0 0 4 0 0 72
2065 0 124 0 0 0 5 0 0 71
2066 0 125 0 0 0 3 0 0 70
2067 0 126 0 0 0 5 0 0 69
2068 0 126 0 0 0 5 0 0 68
2069 0 128 0 0 0 5 0 0 66
2070 0 128 0 0 0 6 0 0 65
2071 0 130 0 0 0 5 0 0 64
2072 0 131 0 0 0 4 0 0 64
2073 0 133 0 0 0 4 0 0 62
2074 0 134 0 0 0 4 0 0 60
2075 0 134 0 0 0 6 0 0 59
2076 0 136 0 0 0 4 0 0 58
2077 0 137 0 0 0 5 0 0 57
2078 0 139 0 0 0 5 0 0 55
2079 0 139 0 0 0 5 0 0 55
2080 0 141 0 0 0 4 0 0 55
2081 0 144 0 0 0 1 0 0 54
2082 0 144 0 0 0 4 0 0 52
2083 0 145 0 0 0 4 0 0 51
2084 0 146 0 0 0 3 0 0 50
2085 0 146 0 0 0 3 0 0 49
2086 0 148 0 0 0 3 0 0 48
2087 0 149 0 0 0 4 0 0 47
2088 0 150 0 0 0 3 0 0 46
2089 0 151 0 0 0 4 0 0 45
2090 0 151 0 0 0 4 0 0 45
2091 0 151 0 0 0 3 0 0 43
2092 0 153 0 0 0 5 0 0 42
2093 0 154 0 0 0 4 0 0 41
2094 0 155 0 0 0 3 0 0 40
2095 0 156 0 0 0 5 0 0 39
2096 0 157 0 0 0 5 0 0 38
2097 0 158 0 0 0 4 0 0 37
2098 0 159 0 0 0 3 0 0 36
2099 0 160 0 0 0 3 0 0 36
2100 0 160 0 0 0 4 0 0 35
2101 0 163 0 0 0 4 0 0 31
2102 0 163 0 0 0 5 0 0 31
2103 0 164 0 0 0 3 0 0 31
2104 0 167 0 0 0 4 0 0 29
2105 0 167 0 0 0 5 0 0 28
2106 0 168 0 0 0 5 0 0 27
2107 0 169 0 0 0 3 0 0 25
2108 0 169 0 0 0 3 0 0 25
2109 0 171 0 0 0 5 0 0 24
2110 0 172 0 0 0 3 0 0 23
2111 0 173 0 0 0 4 0 0 22
2112 0 175 0 0 0 3 0 0 21
2113 0 176 0 0 0 4 0 0 19
2114 0 177 0 0 0 4 0 0 19
2115 0 178 0 0 0 4 0 0 16
2116 0 178 0 0 0 5 0 0 15
2117 0 180 0 0 0 4 0 0 15
2118 0 181 0 0 0 4 0 0 14
2119 0 182 0 0 0 4 0 0 13
2120 0 183 0 0 0 3 0 0 12
2121 0 184 0 0 0 3 0 0 11
2122 0 184 0 0 0 4 0 0 10
2123 0 186 0 0 0 2 0 0 10
2124 0 186 0 0 0 3 0 0 10
2125 0 186 0 0 0 4 0 0 9
2126 0 189 0 0 0 4 0 0 7
2127 0 189 0 0 0 4 0 0 7
2128 0 189 0 0 0 4 0 0 5
2129 0 190 0 0 0 4 0 0 4
2130 0 191 0 0 0 4 0 0 4
2131 0 193 0 0 0 3 0 0 4
2132 0 193 0 0 0 3 0 0 4
2133 0 194 0 0 0 2 0 0 3
2134 0 195 0 0 0 2 0 0 3
2135 0 195 0 0 0 1 0 0 2
2136 0 196 0 0 0 0 0 0 2
2137 0 197 0 0 0 1 0 0 2
2138 0 197 0 0 0 1 0 0 2
2139 0 198 0 0 0 0 0 0 2
2140 0 198 0 0 0 0 0 0 1
2141 0 198 0 0 0 0 0 0 1
2142 0 198 0 0 0 0 0 0 1
2143 0 198 0 0 0 0 0 0 1
2144 0 199 0 0 0 0 0 0 1
2145 0 199 0 0 0 0 0 0 1
2146 0 199 0 0 0 0 0 0 1
2147 0 199 0 0 0 0 0 0 1
2148 0 199 0 0 0 0 0 0 1
2149 0 199 0 0 0 0 0 0 1
2150 0 199 0 0 0 0 0 0 1
2151 0 199 0 0 0 0 0 0 1
2152 0 199 0 0 0 0 0 0 1
2153 0 199 0 0 0 0 0 0 1
2154 0 199 0 0 0 0 0 0 1
2155 0 199 0 0 0 1 0 0 0
2156 0 199 0 0 0 1 0 0 0
2157 0 199 0 0 0 0 0 0 0
2158 0 199 0 0 0 0 0 0 0
2159 0 200 0 0 0 0 0 0 0
2160 0 200 0 0 0 0 0 0 0
2161 0 200 0 0 0 0 0 0 0
2162 0 200 0 0 0 0 0 0 0
2163 0 200 0 0 0 0 0 0 0
2164 0 200 0 0 0 0 0 0 0
2165 0 200 0 0 0 0 0 0 0
2166 0 200 0 0 0 0 0 0 0
2167 0 200 0 0 0 0 0 0 0
2168 0 200 0 0 0 0 0 0 0
2169 0 200 0 0 0 0 0 0 0
2170 0 200 0 0 0 0 0 0 0
2171 0 200 0 0 0 0 0 0 0
2172 0 200 0 0 0 0 0 0 0
2173 0 200 0 0 0 0 0 0 0
2174 0 200 0 0 0 0 0 0 0
2175 0 200 0 0 0 0 0 0 0
2176 0 200 0 0 0 0 0 0 0
2177 0 200 0 0 0 0 0 0 0
2178 0 200 0 0 0 0 0 0 0
2179 0 200 0 0 0 0 0 0 0
2180 0 200 0 0 0 0 0 0 0
2181 0 200 0 0 0 0 0 0 0
2182 0 200 0 0 0 0 0 0 0
2183 0 200 0 0 0 0 0 0 0
2184 0 200 0 0 0 0 0 0 0
2185 0 200 0 0 0 0 0 0 0
2186 0 200 0 0 0 0 0 0 0
2187 0 200 0 0 0 0 0 0 0
2188 0 200 0 0 0 0 0 0 0
2189 0 200 0 0 0 0 0 0 0
2190 0 200 0 0 0 0 0 0 0
2191 0 200 0 0 0 0 0 0 0
2192 0 200 0 0 0 0 0 0 0
2193 0 200 0 0 0 0 0 0 0
2194 0 200 0 0 0 0 0 0 0
2195 0 200 0 0 0 0 0 0 0
2196 0 200 0 0 0 0 0 0 0
2197 0 200 0 0 0 0 0 0 0
2198 0 200 0 0 0 0 0 0 0
2199 0 200 0 0 0 0 0 0 0
2200 0 200 0 0 0 0 0 0 0
2201 0 200 0 0 0 0 0 0 0
2202 0 200 0 0 0 0 0 0 0
2203 0 200 0 0 0 0 0 0 0
2204 0 200 0 0 0 0 0 0 0
2205 0 200 0 0 0 0 0 0 0
2206 0 200 0 0 0 0 0 0 0
2207 0 200 0 0 0 0 0 0 0
2208 0 200 0 0 0 0 0 0 0
2209 0 200 0 0 0 0 0 0 0
2210 0 200 0 0 0 0 0 0 0
2211 0 200 0 0 0 0 0 0 0
2212 0 200 0 0 0 0 0 0 0
2213 0 200 0 0 0 0 0 0 0
2214 0 200 0 0 0 0 0 0 0
2215 0 200 0 0 0 0 0 0 0
2216 0 200 0 0 0 0 0 0 0
2217 0 200 0 0 0 0 0 0 0
2218 0 200 0 0 0 0 0 0 0
2219 0 200 0 0 0 0 0 0 0
2220 0 200 0 0 0 0 0 0 0
2221 0 200 0 0 0 0 0 0 0
2222 0 200 0 0 0 0 0 0 0
2223 0 200 0 0 0 0 0 0 0
2224 0 200 0 0 0 0 0 0 0
2225 0 200 0 0 0 0 0 0 0
2226 0 200 0 0 0 0 0 0 0
2227 0 200 0 0 0 0 0 0 0
2228 0 200 0 0 0 0 0 0 0
2229 0 200 0 0 0 0 0 0 0
2230 0 200 0 0 0 0 0 0 0
2231 0 200 0 0 0 0 0 0 0
2232 0 200 0 0 0 0 0 0 0
2233 0 200 0 0 0 0 0 0 0
2234 0 200 0 0 0 0 0 0 0
2235 0 200 0 0 0 0 0 0 0
2236 0 200 0 0 0 0 0 0 0
2237 0 200 0 0 0 0 0 0 0
2238 0 200 0 0 0 0 0 0 0
2239 0 200 0 0 0 0 0 0 0
2240 0 200 0 0 0 0 0 0 0
2241 0 200 0 0 0 0 0 0 0
2242 0 200 0 0 0 0 0 0 0
2243 0 200 0 0 0 0 0 0 0
2244 0 200 0 0 0 0 0 0 0
2245 0 200 0 0 0 0 0 0 0
2246 0 200 0 0 0 0 0 0 0
2247 0 200 0 0 0 0 0 0 0
2248 0 200 0 0 0 0 0 0 0
2249 0 200 0 0 0 0 0 0 0
2250 0 200 0 0 0 0 0 0 0
2251 0 200 0 0 0 0 0 0 0
2252 0 200 0 0 0 0 0 0 0
2253 0 200 0 0 0 0 0 0 0
2254 0 200 0 0 0 0 0 0 0
2255 0 200 0 0 0 0 0 0 0
2256 0 200 0 0 0 0 0 0 0
2257 0 200 0 0 0 0 0 0 0
2258 0 200 0 0 0 0 0 0 0
2259 0 200 0 0 0 0 0 0 0
2260 0 200 0 0 0 0 0 0 0
2261 0 200 0 0 0 0 0 0 0
2262 0 200 0 0 0 0 0 0 0
2263 0 200 0 0 0 0 0 0 0
2264 0 200 0 0 0 0 0 0 0
2265 0 200 0 0 0 0 0 0 0
2266 0 200 0 0 0 0 0 0 0
2267 0 200 0 0 0 0 0 0 0
2268 0 200 0 0 0 0 0 0 0
2269 0 200 0 0 0 0 0 0 0
2270 0 200 0 0 0 0 0 0 0
2271 0 200 0 0 0 0 0 0 0
2272 0 200 0 0 0 0 0 0 0
2273 0 200 0 0 0 0 0 0 0
2274 0 200 0 0 0 0 0 0 0
2275 0 200 0 0 0 0 0 0 0
2276 0 200 0 0 0 0 0 0 0
2277 0 200 0 0 0 0 0 0 0
2278 0 200 0 0 0 0 0 0 0
2279 0 200 0 0 0 0 0 0 0
2280 0 200 0 0 0 0 0 0 0
2281 0 200 0 0 0 0 0 0 0
2282 0 200 0 0 0 0 0 0 0
2283 0 200 0 0 0 0 0 0 0
2284 0 200 0 0 0 0 0 0 0
2285 0 200 0 0 0 0 0 0 0
2286 0 200 0 0 0 0 0 0 0
2287 0 200 0 0 0 0 0 0 0
2288 0 200 0 0 0 0 0 0 0
2289 0 200 0 0 0 0 0 0 0
2290 0 200 0 0 0 0 0 0 0
2291 0 200 0 0 0 0 0 0 0
2292 0 200 0 0 0 0 0 0 0
2293 0 200 0 0 0 0 0 0 0
2294 0 200 0 0 0 0 0 0 0
2295 0 200 0 0 0 0 0 0 0
2296 0 200 0 0 0 0 0 0 0
2297 0 200 0 0 0 0 0 0 0
2298 0 200 0 0 0 0 0 0 0
2299 0 200 0 0 0 0 0 0 0
2300 0 200 0 0 0 0 0 0 0
2301 0 200 0 0 0 0 0 0 0
2302 0 200 0 0 0 0 0 0 0
2303 0 200 0 0 0 0 0 0 0
2304 0 200 0 0 0 0 0 0 0
2305 0 200 0 0 0 0 0 0 0
2306 0 200 0 0 0 0 0 0 0
2307 0 200 0 0 0 0 0 0 0
2308 0 200 0 0 0 0 0 0 0
2309 0 200 0 0 0 0 0 0 0
2310 0 200 0 0 0 0 0 0 0
2311 0 200 0 0 0 0 0 0 0
2312 0 200 0 0 0 0 0 0 0
2313 0 200 0 0 0 0 0 0 0
2314 0 200 0 0 0 0 0 0 0
2315 0 200 0 0 0 0 0 0 0
2316 0 200 0 0 0 0 0 0 0
2317 0 200 0 0 0 0 0 0 0
2318 0 200 0 0 0 0 0 0 0
2319 0 200 0 0 0 0 0 0 0
2320 0 200 0 0 0 0 0 0 0
2321 0 200 0 0 0 0 0 0 0
2322 0 200 0 0 0 0 0 0 0
2323 0 200 0 0 0 0 0 0 0
2324 0 200 0 0 0 0 0 0 0
2325 0 200 0 0 0 0 0 0 0
2326 0 200 0 0 0 0 0 0 0
2327 0 200 0 0 0 0 0 0 0
2328 0 200 0 0 0 0 0 0 0
2329 0 200 0 0 0 0 0 0 0
2330 0 200 0 0 0 0 0 0 0
2331 0 200 0 0 0 0 0 0 0
2332 0 200 0 0 0 0 0 0 0
2333 0 200 0 0 0 0 0 0 0
2334 0 200 0 0 0 0 0 0 0
2335 0 200 0 0 0 0 0 0 0
2336 0 200 0 0 0 0 0 0 0
2337 0 200 0 0 0 0 0 0 0
2338 0 200 0 0 0 0 0 0 0
2339 0 200 0 0 0 0 0 0 0
2340 0 200 0 0 0 0 0 0 0
2341 0 200 0 0 0 0 0 0 0
2342 0 200 0 0 0 0 0 0 0
2343 0 200 0 0 0 0 0 0 0
2344 0 200 0 0 0 0 0 0 0
2345 0 200 0 0 0 0 0 0 0
2346 0 200 0 0 0 0 0 0 0
2347 0 200 0 0 0 0 0 0 0
2348 0 200 0 0 0 0 0 0 0
2349 0 200 0 0 0 0 0 0 0
2350 0 200 0 0 0 0 0 0 0
2351 0 200 0 0 0 0 0 0 0
2352 0 200 0 0 0 0 0 0 0
2353 0 200 0 0 0 0 0 0 0
2354 0 200 0 0 0 0 0 0 0
2355 0 200 0 0 0 0 0 0 0
2356 0 200 0 0 0 0 0 0 0
2357 0 200 0 0 0 0 0 0 0
2358 0 200 0 0 0 0 0 0 0
2359 0 200 0 0 0 0 0 0 0
2360 0 200 0 0 0 0 0 0 0
2361 0 200 0 0 0 0 0 0 0
2362 0 200 0 0 0 0 0 0 0
2363 0 200 0 0 0 0 0 0 0
2364 0 200 0 0 0 0 0 0 0
2365 0 200 0 0 0 0 0 0 0
2366 0 200 0 0 0 0 0 0 0
2367 0 200 0 0 0 0 0 0 0
2368 0 200 0 0 0 0 0 0 0
2369 0 200 0 0 0 0 0 0 0
2370 0 200 0 0 0 0 0 0 0
2371 0 200 0 0 0 0 0 0 0
2372 0 200 0 0 0 0 0 0 0
2373 0 200 0 0 0 0 0 0 0
2374 0 200 0 0 0 0 0 0 0
2375 0 200 0 0 0 0 0 0 0
2376 0 200 0 0 0 0 0 0 0
2377 0 200 0 0 0 0 0 0 0
2378 0 200 0 0 0 0 0 0 0
2379 0 200 0 0 0 0 0 0 0
2380 0 200 0 0 0 0 0 0 0
2381 0 200 0 0 0 0 0 0 0
2382 0 200 0 0 0 0 0 0 0
2383 0 200 0 0 0 0 0 0 0
2384 0 200 0 0 0 0 0 0 0
2385 0 200 0 0 0 0 0 0 0
2386 0 200 0 0 0 0 0 0 0
2387 0 200 0 0 0 0 0 0 0
2388 0 200 0 0 0 0 0 0 0
2389 0 200 0 0 0 0 0 0 0
2390 0 200 0 0 0 0 0 0 0
2391 0 200 0 0 0 0 0 0 0
2392 0 200 0 0 0 0 0 0 0
2393 0 200 0 0 0 0 0 0 0
2394 0 200 0 0 0 0 0 0 0
2395 0 200 0 0 0 0 0 0 0
2396 0 200 0 0 0 0 0 0 0
2397 0 200 0 0 0 0 0 0 0
2398 0 200 0 0 0 0 0 0 0
2399 0 200 0 0 0 0 0 0 0
2400 0 200 0 0 0 0 0 0 0
2401 0 200 0 0 0 0 0 0 0
2402 0 200 0 0 0 0 0 0 0
2403 0 200 0 0 0 0 0 0 0
2404 0 200 0 0 0 0 0 0 0
2405 0 200 0 0 0 0 0 0 0
2406 0 200 0 0 0 0 0 0 0
2407 0 200 0 0 0 0 0 0 0
2408 0 200 0 0 0 0 0 0 0
2409 0 200 0 0 0 0 0 0 0
2410 0 200 0 0 0 0 0 0 0
2411 0 200 0 0 0 0 0 0 0
2412 0 200 0 0 0 0 0 0 0
2413 0 200 0 0 0 0 0 0 0
2414 0 200 0 0 0 0 0 0 0
2415 0 200 0 0 0 0 0 0 0
2416 0 200 0 0 0 0 0 0 0
2417 0 200 0 0 0 0 0 0 0
2418 0 200 0 0 0 0 0 0 0
2419 0 200 0 0 0 0 0 0 0
2420 0 200 0 0 0 0 0 0 0
2421 0 200 0 0 0 0 0 0 0
2422 0 200 0 0 0 0 0 0 0
2423 0 200 0 0 0 0 0 0 0
2424 0 200 0 0 0 0 0 0 0
2425 0 200 0 0 0 0 0 0 0
2426 0 200 0 0 0 0 0 0 0
2427 0 200 0 0 0 0 0 0 0
2428 0 200 0 0 0 0 0 0 0
2429 0 200 0 0 0 0 0 0 0
2430 0 200 0 0 0 0 0 0 0
2431 0 200 0 0 0 0 0 0 0
2432 0 200 0 0 0 0 0 0 0
2433 0 200 0 0 0 0 0 0 0
2434 0 200 0 0 0 0 0 0 0
2435 0 200 0 0 0 0 0 0 0
2436 0 200 0 0 0 0 0 0 0
2437 0 200 0 0 0 0 0 0 0
2438 0 200 0 0 0 0 0 0 0
2439 0 200 0 0 0 0 0 0 0
2440 0 200 0 0 0 0 0 0 0
2441 0 200 0 0 0 0 0 0 0
2442 0 200 0 0 0 0 0 0 0
2443 0 200 0 0 0 0 0 0 0
2444 0 200 0 0 0 0 0 0 0
2445 0 200 0 0 0 0 0 0 0
2446 0 200 0 0 0 0 0 0 0
2447 0 200 0 0 0 0 0 0 0
2448 0 200 0 0 0 0 0 0 0
2449 0 200 0 0 0 0 0 0 0
2450 0 200 0 0 0 0 0 0 0
2451 0 200 0 0 0 0 0 0 0
2452 0 200 0 0 0 0 0 0 0
2453 0 200 0 0 0 0 0 0 0
2454 0 200 0 0 0 0 0 0 0
2455 0 200 0 0 0 0 0 0 0
2456 0 200 0 0 0 0 0 0 0
2457 0 200 0 0 0 0 0 0 0
2458 0 200 0 0 0 0 0 0 0
2459 0 200 0 0 0 0 0 0 0
2460 0 200 0 0 0 0 0 0 0
2461 0 200 0 0 0 0 0 0 0
2462 0 200 0 0 0 0 0 0 0
2463 0 200 0 0 0 0 0 0 0
2464 0 200 0 0 0 0 0 0 0
2465 0 200 0 0 0 0 0 0 0
2466 0 200 0 0 0 0 0 0 0
2467 0 200 0 0 0 0 0 0 0
2468 0 200 0 0 0 0 0 0 0
2469 0 200 0 0 0 0 0 0 0
2470 0 200 0 0 0 0 0 0 0
2471 0 200 0 0 0 0 0 0 0
2472 0 200 0 0 0 0 0 0 0
2473 0 200 0 0 0 0 0 0 0
2474 0 200 0 0 0 0 0 0 0
2475 0 200 0 0 0 0 0 0 0
2476 0 200 0 0 0 0 0 0 0
2477 0 200 0 0 0 0 0 0 0
2478 0 200 0 0 0 0 0 0 0
2479 0 200 0 0 0 0 0 0 0
2480 0 200 0 0 0 0 0 0 0
2481 0 200 0 0 0 0 0 0 0
2482 0 200 0 0 0 0 0 0 0
2483 0 200 0 0 0 0 0 0 0
